conference	paper_title	doi	author	author_url	author_position
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Sensing History: Contextualizing Artifacts with Sensory Interactions and Narrative Design	10.1145/2901790.2901829	Melanie McBride	https://dl.acm.org/author_page.cfm?id=99658985407	4
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Sensing History: Contextualizing Artifacts with Sensory Interactions and Narrative Design	10.1145/2901790.2901829	Ali Mazalek	https://dl.acm.org/author_page.cfm?id=81324491962	5
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Multi-User Interaction in the Home Environment: Implementing Social Translucence	10.1145/2901790.2901808	Karin Niemantsverdriet	https://dl.acm.org/author_page.cfm?id=99658986619	1
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Multi-User Interaction in the Home Environment: Implementing Social Translucence	10.1145/2901790.2901808	Mendel Broekhuijsen	https://dl.acm.org/author_page.cfm?id=81492655442	2
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Multi-User Interaction in the Home Environment: Implementing Social Translucence	10.1145/2901790.2901808	Harm van Essen	https://dl.acm.org/author_page.cfm?id=81100420683	3
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Multi-User Interaction in the Home Environment: Implementing Social Translucence	10.1145/2901790.2901808	Berry Eggen	https://dl.acm.org/author_page.cfm?id=81100262920	4
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Erick Oduor	https://dl.acm.org/author_page.cfm?id=81548358456	1
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Carman Neustaedter	https://dl.acm.org/author_page.cfm?id=81100495977	2
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	William Odom	https://dl.acm.org/author_page.cfm?id=81350582655	3
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Anthony Tang	https://dl.acm.org/author_page.cfm?id=81100640680	4
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Niala Moallem	https://dl.acm.org/author_page.cfm?id=99659037101	5
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Melanie Tory	https://dl.acm.org/author_page.cfm?id=81454605291	6
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Frustrations and Benefits of Mobile Device Usage in the Home when Co-Present with Family Members	10.1145/2901790.2901809	Pourang Irani	https://dl.acm.org/author_page.cfm?id=81100459517	7
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	Michelle Annett	https://dl.acm.org/author_page.cfm?id=81435602390	1
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	Matthew Lakier	https://dl.acm.org/author_page.cfm?id=99659036848	2
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	Franklin Li	https://dl.acm.org/author_page.cfm?id=99659035989	3
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	Daniel Wigdor	https://dl.acm.org/author_page.cfm?id=81100606762	4
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	Tovi Grossman	https://dl.acm.org/author_page.cfm?id=81100477897	5
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	The Living Room: Exploring the Haunted and Paranormal to Transform Design and Interaction	10.1145/2901790.2901819	George Fitzmaurice	https://dl.acm.org/author_page.cfm?id=81100585120	6
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Salu Ylirisku	https://dl.acm.org/author_page.cfm?id=81436592252	1
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Antti Jylhä	https://dl.acm.org/author_page.cfm?id=81416607141	2
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Anu Lehtiö	https://dl.acm.org/author_page.cfm?id=81488673275	3
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Imtiaj Ahmed	https://dl.acm.org/author_page.cfm?id=81548023897	4
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Craig Stewart	https://dl.acm.org/author_page.cfm?id=83058865057	5
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Abigail Sellen	https://dl.acm.org/author_page.cfm?id=81100309669	6
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Richard Harper	https://dl.acm.org/author_page.cfm?id=81452613064	7
DIS '16:Proceedings of the 2016 ACM Conference on Designing Interactive Systems	Designing for Active Place Presence at Home: The Hole in Space Design Experiment	10.1145/2901790.2901884	Giulio Jacucci	https://dl.acm.org/author_page.cfm?id=81100644548	8
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	"Honoring protocol: design by, for and with aboriginal peoples"	10.1145/2598784.2611381	Kate Hennessy	https://dl.acm.org/author_page.cfm?id=81758752457	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	"Honoring protocol: design by, for and with aboriginal peoples"	10.1145/2598784.2611381	Lisa P. Nathan	https://dl.acm.org/author_page.cfm?id=81350569925	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Session details: Provocations and work-in-progress (P-WiP)	10.1145/3255825	Audrey Desjardins	https://dl.acm.org/author_page.cfm?id=81484656227	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Session details: Provocations and work-in-progress (P-WiP)	10.1145/3255825	James Pierce	https://dl.acm.org/author_page.cfm?id=81503673433	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Intimate care: exploring eTextiles for teaching female pelvic fitness	10.1145/2598784.2602768	Teresa Almeida	https://dl.acm.org/author_page.cfm?id=81414620227	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Intimate care: exploring eTextiles for teaching female pelvic fitness	10.1145/2598784.2602768	Rob Comber	https://dl.acm.org/author_page.cfm?id=81502812584	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Intimate care: exploring eTextiles for teaching female pelvic fitness	10.1145/2598784.2602768	Patrick Olivier	https://dl.acm.org/author_page.cfm?id=81100295667	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Intimate care: exploring eTextiles for teaching female pelvic fitness	10.1145/2598784.2602768	Madeline Balaam	https://dl.acm.org/author_page.cfm?id=81448600301	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Hung-Chi Lee	https://dl.acm.org/author_page.cfm?id=81558053756	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Ya Fang Cheng	https://dl.acm.org/author_page.cfm?id=89758783957	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Szu Yang Cho	https://dl.acm.org/author_page.cfm?id=89558842157	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Hsien-Hui Tang	https://dl.acm.org/author_page.cfm?id=81508691680	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Jane Hsu	https://dl.acm.org/author_page.cfm?id=81406599584	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Picgo: designing reminiscence and storytelling for the elderly with photo annotation	10.1145/2598784.2602769	Chien-Hsiung Chen	https://dl.acm.org/author_page.cfm?id=82858649557	6
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Paul Coulton	https://dl.acm.org/author_page.cfm?id=81100461071	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Jonny Huck	https://dl.acm.org/author_page.cfm?id=89758957457	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Andrew Hudson-Smith	https://dl.acm.org/author_page.cfm?id=81100244110	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Ralph Barthel	https://dl.acm.org/author_page.cfm?id=81488661711	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Panagiotis Mavros	https://dl.acm.org/author_page.cfm?id=89758679557	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Jennifer Roberts	https://dl.acm.org/author_page.cfm?id=89758834457	6
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Designing interactive systems to encourage empathy between users	10.1145/2598784.2602770	Philip Powell	https://dl.acm.org/author_page.cfm?id=89758688057	7
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Stephen Forshaw	https://dl.acm.org/author_page.cfm?id=88158800657	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Peter Newman	https://dl.acm.org/author_page.cfm?id=81100017112	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Maria Angela Ferrario	https://dl.acm.org/author_page.cfm?id=81464640980	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Will Simm	https://dl.acm.org/author_page.cfm?id=81464674077	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Adrian Friday	https://dl.acm.org/author_page.cfm?id=81100533743	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Stimulating a dialogue on renewable energy through making	10.1145/2598784.2602771	Paul Coulton	https://dl.acm.org/author_page.cfm?id=81100461071	6
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Music is my life: disseminating design research to the community	10.1145/2598784.2602772	Jill Woelfer	https://dl.acm.org/author_page.cfm?id=81435608664	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Interactions in the mouth: the voicemint electronic voice prosthesis	10.1145/2598784.2602773	Eduard B. van der Houwen	https://dl.acm.org/author_page.cfm?id=89758638557	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Sfuture: envisioning a sustainable university campus in 2065	10.1145/2598784.2602774	Sabrina Hauser	https://dl.acm.org/author_page.cfm?id=81556189356	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Sfuture: envisioning a sustainable university campus in 2065	10.1145/2598784.2602774	Audrey Desjardins	https://dl.acm.org/author_page.cfm?id=81484656227	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Sfuture: envisioning a sustainable university campus in 2065	10.1145/2598784.2602774	Ron Wakkary	https://dl.acm.org/author_page.cfm?id=81100283877	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Being the machine: exploring new modes of making	10.1145/2598784.2602775	Laura Devendorf	https://dl.acm.org/author_page.cfm?id=81557677456	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Being the machine: exploring new modes of making	10.1145/2598784.2602775	Kimiko Ryokai	https://dl.acm.org/author_page.cfm?id=81100335135	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Monologger: visualizing engagement in doctor-patient conversation	10.1145/2598784.2602776	Jonathan Cook	https://dl.acm.org/author_page.cfm?id=89758947357	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Monologger: visualizing engagement in doctor-patient conversation	10.1145/2598784.2602776	Tad Hirsch	https://dl.acm.org/author_page.cfm?id=81503651895	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The office smartwatch: development and design of a smartwatch app to digitally augment interactions in an office environment	10.1145/2598784.2602777	Yannick Bernaerts	https://dl.acm.org/author_page.cfm?id=89758673757	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The office smartwatch: development and design of a smartwatch app to digitally augment interactions in an office environment	10.1145/2598784.2602777	Matthias Druwé	https://dl.acm.org/author_page.cfm?id=89758742657	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The office smartwatch: development and design of a smartwatch app to digitally augment interactions in an office environment	10.1145/2598784.2602777	Sebastiaan Steensels	https://dl.acm.org/author_page.cfm?id=89758923257	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The office smartwatch: development and design of a smartwatch app to digitally augment interactions in an office environment	10.1145/2598784.2602777	Jo Vermeulen	https://dl.acm.org/author_page.cfm?id=81361604861	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The office smartwatch: development and design of a smartwatch app to digitally augment interactions in an office environment	10.1145/2598784.2602777	Johannes Schöning	https://dl.acm.org/author_page.cfm?id=81508685058	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	A quantified past: remembering with personal informatics	10.1145/2598784.2602778	Chris Elsden	https://dl.acm.org/author_page.cfm?id=89758813157	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	A quantified past: remembering with personal informatics	10.1145/2598784.2602778	David S. Kirk	https://dl.acm.org/author_page.cfm?id=81100166914	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	"Beat my bass, pluck my drum"	10.1145/2598784.2602779	Bart Hengeveld	https://dl.acm.org/author_page.cfm?id=81324490289	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	"Beat my bass, pluck my drum"	10.1145/2598784.2602779	Mathias Funk	https://dl.acm.org/author_page.cfm?id=81343492899	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	"Beat my bass, pluck my drum"	10.1145/2598784.2602779	Vleer Doing	https://dl.acm.org/author_page.cfm?id=89758906357	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Javier Hernandez	https://dl.acm.org/author_page.cfm?id=81490645252	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Daniel McDuff	https://dl.acm.org/author_page.cfm?id=81490688111	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Xavier Benavides	https://dl.acm.org/author_page.cfm?id=87959132957	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Judith Amores	https://dl.acm.org/author_page.cfm?id=81554263956	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Pattie Maes	https://dl.acm.org/author_page.cfm?id=81100086306	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	AutoEmotive: bringing empathy to the driving experience to manage stress	10.1145/2598784.2602780	Rosalind Picard	https://dl.acm.org/author_page.cfm?id=81100496593	6
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Human-computer non-interaction: the activity of non-use	10.1145/2598784.2602781	Verena Fuchsberger	https://dl.acm.org/author_page.cfm?id=81486650285	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Human-computer non-interaction: the activity of non-use	10.1145/2598784.2602781	Martin Murer	https://dl.acm.org/author_page.cfm?id=81453659142	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Human-computer non-interaction: the activity of non-use	10.1145/2598784.2602781	Manfred Tscheligi	https://dl.acm.org/author_page.cfm?id=81100481664	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Encouraging ambiguous experience: guides for personal meaning making	10.1145/2598784.2602782	Daniel Carter	https://dl.acm.org/author_page.cfm?id=87958860357	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Growing an interpretation ecology in a walled kitchen garden	10.1145/2598784.2602783	Elizabeth Edwards	https://dl.acm.org/author_page.cfm?id=81100595496	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Growing an interpretation ecology in a walled kitchen garden	10.1145/2598784.2602783	Paul Coulton	https://dl.acm.org/author_page.cfm?id=81100461071	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Growing an interpretation ecology in a walled kitchen garden	10.1145/2598784.2602783	Mike Chiasson	https://dl.acm.org/author_page.cfm?id=81502657856	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	A digital interactive playground for children to explore on their own	10.1145/2598784.2602784	Yu-Cing Liou	https://dl.acm.org/author_page.cfm?id=89758852757	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	A digital interactive playground for children to explore on their own	10.1145/2598784.2602784	Yi-Shin Deng	https://dl.acm.org/author_page.cfm?id=82858814957	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	A digital interactive playground for children to explore on their own	10.1145/2598784.2602784	Sheng-Fen Chien	https://dl.acm.org/author_page.cfm?id=82858668857	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Verena Fuchsberger	https://dl.acm.org/author_page.cfm?id=81486650285	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Martin Murer	https://dl.acm.org/author_page.cfm?id=81453659142	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Daniela Wurhofer	https://dl.acm.org/author_page.cfm?id=81414618872	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Thomas Meneweger	https://dl.acm.org/author_page.cfm?id=81486655106	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Katja Neureiter	https://dl.acm.org/author_page.cfm?id=81502801712	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Alexander Meschtscherjakov	https://dl.acm.org/author_page.cfm?id=81372593893	6
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The multiple layers of materiality	10.1145/2598784.2602785	Manfred Tscheligi	https://dl.acm.org/author_page.cfm?id=81100481664	7
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Computer supported urban gardening	10.1145/2598784.2602786	Oliver Stickel	https://dl.acm.org/author_page.cfm?id=89758809657	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Computer supported urban gardening	10.1145/2598784.2602786	Thomas Ludwig	https://dl.acm.org/author_page.cfm?id=99658655780	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	CAMBRIA: a tool for managing multiple design alternatives	10.1145/2598784.2602788	Sini_a Kolari_	https://dl.acm.org/author_page.cfm?id=81472654944	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	CAMBRIA: a tool for managing multiple design alternatives	10.1145/2598784.2602788	Robert Woodbury	https://dl.acm.org/author_page.cfm?id=81100405797	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	CAMBRIA: a tool for managing multiple design alternatives	10.1145/2598784.2602788	Halil Erhan	https://dl.acm.org/author_page.cfm?id=81472641054	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The bubble user interface: a tangible representation of information to enhance the user experience in IPTV systems	10.1145/2598784.2602789	Regina Bernhaupt	https://dl.acm.org/author_page.cfm?id=81100283340	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The bubble user interface: a tangible representation of information to enhance the user experience in IPTV systems	10.1145/2598784.2602789	Michael Pirker	https://dl.acm.org/author_page.cfm?id=81435596689	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The bubble user interface: a tangible representation of information to enhance the user experience in IPTV systems	10.1145/2598784.2602789	Antoine Desnos	https://dl.acm.org/author_page.cfm?id=89758946457	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Postulater: slowing the pace of media sharing	10.1145/2598784.2602790	Dan Hawkins	https://dl.acm.org/author_page.cfm?id=89758628857	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Postulater: slowing the pace of media sharing	10.1145/2598784.2602790	Jason Procyk	https://dl.acm.org/author_page.cfm?id=81556720356	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Postulater: slowing the pace of media sharing	10.1145/2598784.2602790	Carman Neustaedter	https://dl.acm.org/author_page.cfm?id=81100495977	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Puzzle facade: a site-specific urban technological intervention	10.1145/2598784.2602791	Javier Lloret	https://dl.acm.org/author_page.cfm?id=81490675101	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Puzzle facade: a site-specific urban technological intervention	10.1145/2598784.2602791	Nina Valkanova	https://dl.acm.org/author_page.cfm?id=81474695520	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Session details: Demonstrations	10.1145/3255826	Alissa Antle	https://dl.acm.org/author_page.cfm?id=81100371792	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Session details: Demonstrations	10.1145/3255826	Steven Doe	https://dl.acm.org/author_page.cfm?id=89759018257	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The reflexive printer: embodying personal memory for social provocation	10.1145/2598784.2602792	Hung-Chi Lee	https://dl.acm.org/author_page.cfm?id=81558053756	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The reflexive printer: embodying personal memory for social provocation	10.1145/2598784.2602792	Wenn-Chieh Tsai	https://dl.acm.org/author_page.cfm?id=81367594900	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The reflexive printer: embodying personal memory for social provocation	10.1145/2598784.2602792	Po-Hao Wang	https://dl.acm.org/author_page.cfm?id=89758840857	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The reflexive printer: embodying personal memory for social provocation	10.1145/2598784.2602792	Rung-Huei Liang	https://dl.acm.org/author_page.cfm?id=81100043933	4
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The reflexive printer: embodying personal memory for social provocation	10.1145/2598784.2602792	Jane Hsu	https://dl.acm.org/author_page.cfm?id=81406599584	5
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	BioShare: a research tool for analyzing social networks effects when sharing biometric data	10.1145/2598784.2602793	Franco Curmi	https://dl.acm.org/author_page.cfm?id=81556452856	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	BioShare: a research tool for analyzing social networks effects when sharing biometric data	10.1145/2598784.2602793	Maria Angela Ferrario	https://dl.acm.org/author_page.cfm?id=81464640980	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	BioShare: a research tool for analyzing social networks effects when sharing biometric data	10.1145/2598784.2602793	Jon Whittle	https://dl.acm.org/author_page.cfm?id=81100515901	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The sweetfeedback: the platform for persuasive technology	10.1145/2598784.2602794	Chihiro Suga	https://dl.acm.org/author_page.cfm?id=99659234137	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The sweetfeedback: the platform for persuasive technology	10.1145/2598784.2602794	Ted Selker	https://dl.acm.org/author_page.cfm?id=81100525482	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The consumed endurance workbench: a tool to assess arm fatigue during mid-air interactions	10.1145/2598784.2602795	Juan David Hincapié-Ramos	https://dl.acm.org/author_page.cfm?id=81460657470	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The consumed endurance workbench: a tool to assess arm fatigue during mid-air interactions	10.1145/2598784.2602795	Xiang Guo	https://dl.acm.org/author_page.cfm?id=87958790257	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	The consumed endurance workbench: a tool to assess arm fatigue during mid-air interactions	10.1145/2598784.2602795	Pourang Irani	https://dl.acm.org/author_page.cfm?id=81100459517	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	LiveNature: connecting people with their cherished places	10.1145/2598784.2602796	Jinyi Wang	https://dl.acm.org/author_page.cfm?id=89758974457	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	LiveNature: connecting people with their cherished places	10.1145/2598784.2602796	Mudassar Ahmad Mughal	https://dl.acm.org/author_page.cfm?id=87259464157	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Exploring the health benefits of an emoting water cooler	10.1145/2598784.2602797	Halley Profita	https://dl.acm.org/author_page.cfm?id=81502811619	1
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Exploring the health benefits of an emoting water cooler	10.1145/2598784.2602797	Harry Emil	https://dl.acm.org/author_page.cfm?id=81322492913	2
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Exploring the health benefits of an emoting water cooler	10.1145/2598784.2602797	Donald Brinkman	https://dl.acm.org/author_page.cfm?id=81502793211	3
DIS Companion '14:Proceedings of the 2014 companion publication on Designing interactive systems	Exploring the health benefits of an emoting water cooler	10.1145/2598784.2602797	Ross Smith	https://dl.acm.org/author_page.cfm?id=81371593035	4
