conference	paper_title	doi	author	author_url	author_position
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	StressTree: A Metaphorical Visualization for Biofeedback-assisted Stress Management	10.1145/3064663.3064729	Jun Hu	https://dl.acm.org/author_page.cfm?id=99659176907	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	StressTree: A Metaphorical Visualization for Biofeedback-assisted Stress Management	10.1145/3064663.3064729	Loe Feijs	https://dl.acm.org/author_page.cfm?id=81405593355	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Turned On / Turned Off: Speculating on the Microchip-based Contraceptive Implant	10.1145/3064663.3064726	Sarah Homewood	https://dl.acm.org/author_page.cfm?id=99659021355	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Turned On / Turned Off: Speculating on the Microchip-based Contraceptive Implant	10.1145/3064663.3064726	Clint Heyer	https://dl.acm.org/author_page.cfm?id=81350568274	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Mindfulness and Technology: Traces of A Middle Way	10.1145/3064663.3064752	Yoko Akama	https://dl.acm.org/author_page.cfm?id=81474656639	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Mindfulness and Technology: Traces of A Middle Way	10.1145/3064663.3064752	Ann Light	https://dl.acm.org/author_page.cfm?id=81100540760	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Mindfulness and Technology: Traces of A Middle Way	10.1145/3064663.3064752	Simon Bowen	https://dl.acm.org/author_page.cfm?id=81474663788	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Examining Localization Approaches for Community Health	10.1145/3064663.3064754	Aditya Vashistha	https://dl.acm.org/author_page.cfm?id=81474703745	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Examining Localization Approaches for Community Health	10.1145/3064663.3064754	Neha Kumar	https://dl.acm.org/author_page.cfm?id=81460646715	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Examining Localization Approaches for Community Health	10.1145/3064663.3064754	Anil Mishra	https://dl.acm.org/author_page.cfm?id=99658719248	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Examining Localization Approaches for Community Health	10.1145/3064663.3064754	Richard Anderson	https://dl.acm.org/author_page.cfm?id=81371591530	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Clint Zeagler	https://dl.acm.org/author_page.cfm?id=81444606238	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Maribeth Gandy	https://dl.acm.org/author_page.cfm?id=81100532510	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Scott Gilliland	https://dl.acm.org/author_page.cfm?id=81444593656	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Delton Moore	https://dl.acm.org/author_page.cfm?id=99659177130	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Rocco Centrella	https://dl.acm.org/author_page.cfm?id=99659176817	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	In Harmony: Making a Wearable Musical Instrument as a Case Study of using Boundary Objects in an Interdisciplinary Collaborative Design Process	10.1145/3064663.3064678	Brandon Montgomery	https://dl.acm.org/author_page.cfm?id=99659176670	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	Sara Nabil	https://dl.acm.org/author_page.cfm?id=99659145248	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	David S. Kirk	https://dl.acm.org/author_page.cfm?id=81100166914	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	Thomas Plötz	https://dl.acm.org/author_page.cfm?id=81543805756	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	Julie Trueman	https://dl.acm.org/author_page.cfm?id=99659176726	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	David Chatting	https://dl.acm.org/author_page.cfm?id=81100022543	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	Dmitry Dereshev	https://dl.acm.org/author_page.cfm?id=99659177588	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Interioractive: Smart Materials in the Hands of Designers and Architects for Designing Interactive Interiors	10.1145/3064663.3064745	Patrick Olivier	https://dl.acm.org/author_page.cfm?id=81100295667	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Hsin-Liu (Cindy) Kao	https://dl.acm.org/author_page.cfm?id=81488661573	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Deborah Ajilo	https://dl.acm.org/author_page.cfm?id=99659079056	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Oksana Anilionyte	https://dl.acm.org/author_page.cfm?id=99659177518	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Artem Dementyev	https://dl.acm.org/author_page.cfm?id=83458866357	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Inrak Choi	https://dl.acm.org/author_page.cfm?id=99659081195	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Sean Follmer	https://dl.acm.org/author_page.cfm?id=81377593653	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Exploring Interactions and Perceptions of Kinetic Wearables	10.1145/3064663.3064686	Chris Schmandt	https://dl.acm.org/author_page.cfm?id=81100444749	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Yanan Wang	https://dl.acm.org/author_page.cfm?id=99659178022	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Shijian Luo	https://dl.acm.org/author_page.cfm?id=99659177254	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Yujia Lu	https://dl.acm.org/author_page.cfm?id=99659021382	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Hebo Gong	https://dl.acm.org/author_page.cfm?id=99659177428	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Yexing Zhou	https://dl.acm.org/author_page.cfm?id=99659176509	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Shuai Liu	https://dl.acm.org/author_page.cfm?id=99659021491	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"AnimSkin: Fabricating Epidermis with Interactive, Functional and Aesthetic Color Animation"	10.1145/3064663.3064687	Preben Hansen	https://dl.acm.org/author_page.cfm?id=81100465274	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Left Them 4 Dead: Perception of Humans versus Non-Player Character Teammates in Cooperative Gameplay	10.1145/3064663.3064712	Rina R. Wehbe	https://dl.acm.org/author_page.cfm?id=81557657556	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Left Them 4 Dead: Perception of Humans versus Non-Player Character Teammates in Cooperative Gameplay	10.1145/3064663.3064712	Edward Lank	https://dl.acm.org/author_page.cfm?id=81315489747	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Left Them 4 Dead: Perception of Humans versus Non-Player Character Teammates in Cooperative Gameplay	10.1145/3064663.3064712	Lennart E. Nacke	https://dl.acm.org/author_page.cfm?id=81392605076	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Touchomatic: Interpersonal Touch Gaming In The Wild	10.1145/3064663.3064727	Joe Marshall	https://dl.acm.org/author_page.cfm?id=81331498971	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Touchomatic: Interpersonal Touch Gaming In The Wild	10.1145/3064663.3064727	Paul Tennent	https://dl.acm.org/author_page.cfm?id=81100474188	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Joseph Seering	https://dl.acm.org/author_page.cfm?id=99659130823	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Saiph Savage	https://dl.acm.org/author_page.cfm?id=81508700102	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Michael Eagle	https://dl.acm.org/author_page.cfm?id=81350585281	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Joshua Churchin	https://dl.acm.org/author_page.cfm?id=99659177389	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Rachel Moeller	https://dl.acm.org/author_page.cfm?id=99659078508	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Jeffrey P. Bigham	https://dl.acm.org/author_page.cfm?id=81338487593	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Audience Participation Games: Blurring the Line Between Player and Spectator	10.1145/3064663.3064732	Jessica Hammer	https://dl.acm.org/author_page.cfm?id=99658650866	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	AutoJam: Exploring Interactive Music Experiences in Stop-and-Go Traffic	10.1145/3064663.3064758	Sven Krome	https://dl.acm.org/author_page.cfm?id=99658641788	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	AutoJam: Exploring Interactive Music Experiences in Stop-and-Go Traffic	10.1145/3064663.3064758	Joshua Batty	https://dl.acm.org/author_page.cfm?id=83058821857	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	AutoJam: Exploring Interactive Music Experiences in Stop-and-Go Traffic	10.1145/3064663.3064758	Stefan Greuter	https://dl.acm.org/author_page.cfm?id=81100071966	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	AutoJam: Exploring Interactive Music Experiences in Stop-and-Go Traffic	10.1145/3064663.3064758	Jussi Holopainen	https://dl.acm.org/author_page.cfm?id=81100371737	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Image-based Emotion Feedback: How Does the Crowd Feel? And Why?	10.1145/3064663.3064665	David A. Robb	https://dl.acm.org/author_page.cfm?id=99658691643	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Image-based Emotion Feedback: How Does the Crowd Feel? And Why?	10.1145/3064663.3064665	Stefano Padilla	https://dl.acm.org/author_page.cfm?id=81421592371	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Image-based Emotion Feedback: How Does the Crowd Feel? And Why?	10.1145/3064663.3064665	Thomas S. Methven	https://dl.acm.org/author_page.cfm?id=81488671090	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Image-based Emotion Feedback: How Does the Crowd Feel? And Why?	10.1145/3064663.3064665	Britta Kalkreuter	https://dl.acm.org/author_page.cfm?id=99658688556	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Image-based Emotion Feedback: How Does the Crowd Feel? And Why?	10.1145/3064663.3064665	Mike J. Chantler	https://dl.acm.org/author_page.cfm?id=81100620865	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing for Self-Tracking of Emotion and Experience with Tangible Modality	10.1145/3064663.3064697	Kwangyoung Lee	https://dl.acm.org/author_page.cfm?id=99659176941	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing for Self-Tracking of Emotion and Experience with Tangible Modality	10.1145/3064663.3064697	Hwajung Hong	https://dl.acm.org/author_page.cfm?id=99659022414	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Authentic Emotions for Non-Human Characters: A Study Evaluating Virtual Affective Behavior	10.1145/3064663.3064755	Oliver Korn	https://dl.acm.org/author_page.cfm?id=81503668313	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Authentic Emotions for Non-Human Characters: A Study Evaluating Virtual Affective Behavior	10.1145/3064663.3064755	Lukas Stamm	https://dl.acm.org/author_page.cfm?id=99659177721	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Authentic Emotions for Non-Human Characters: A Study Evaluating Virtual Affective Behavior	10.1145/3064663.3064755	Gerd Moeckl	https://dl.acm.org/author_page.cfm?id=99659177366	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	What Can Self-Reports and Acoustic Data Analyses on Emotions Tell Us?	10.1145/3064663.3064770	Samaneh Soleimani	https://dl.acm.org/author_page.cfm?id=99659177568	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	What Can Self-Reports and Acoustic Data Analyses on Emotions Tell Us?	10.1145/3064663.3064770	Effie Lai-Chong Law	https://dl.acm.org/author_page.cfm?id=81100048163	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Ron Wakkary	https://dl.acm.org/author_page.cfm?id=81100283877	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Doenja Oogjes	https://dl.acm.org/author_page.cfm?id=99658985626	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Sabrina Hauser	https://dl.acm.org/author_page.cfm?id=81556189356	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Henry Lin	https://dl.acm.org/author_page.cfm?id=81557539956	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Cheng Cao	https://dl.acm.org/author_page.cfm?id=99659176833	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Leo Ma	https://dl.acm.org/author_page.cfm?id=99659177576	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Morse Things: A Design Inquiry into the Gap Between Things and Us	10.1145/3064663.3064734	Tijs Duel	https://dl.acm.org/author_page.cfm?id=99659177915	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Simon Klakegg	https://dl.acm.org/author_page.cfm?id=99659071206	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Jorge Goncalves	https://dl.acm.org/author_page.cfm?id=81488650470	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Niels van Berkel	https://dl.acm.org/author_page.cfm?id=99658743711	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Chu Luo	https://dl.acm.org/author_page.cfm?id=99658747844	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Simo Hosio	https://dl.acm.org/author_page.cfm?id=81337490114	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Towards Commoditised Near Infrared Spectroscopy	10.1145/3064663.3064738	Vassilis Kostakos	https://dl.acm.org/author_page.cfm?id=81100283202	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"""Proof in the Pudding"": Designing IoT Plants to Promote Wellbeing"	10.1145/3064663.3064743	Sarah Martindale	https://dl.acm.org/author_page.cfm?id=81557389856	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"""Proof in the Pudding"": Designing IoT Plants to Promote Wellbeing"	10.1145/3064663.3064743	Ben Bedwell	https://dl.acm.org/author_page.cfm?id=81416608206	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"""Proof in the Pudding"": Designing IoT Plants to Promote Wellbeing"	10.1145/3064663.3064743	Robert Phillips	https://dl.acm.org/author_page.cfm?id=81547439156	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"""Proof in the Pudding"": Designing IoT Plants to Promote Wellbeing"	10.1145/3064663.3064743	Micaella Pedros	https://dl.acm.org/author_page.cfm?id=99659177000	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Fruit Are Heavy: A Prototype Public IoT System to Support Urban Foraging	10.1145/3064663.3064748	Carl DiSalvo	https://dl.acm.org/author_page.cfm?id=81100258547	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Fruit Are Heavy: A Prototype Public IoT System to Support Urban Foraging	10.1145/3064663.3064748	Tom Jenkins	https://dl.acm.org/author_page.cfm?id=81554259456	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"The Rise of Bots: A Survey of Conversational Interfaces, Patterns, and Paradigms"	10.1145/3064663.3064672	Lorenz Cuno Klopfenstein	https://dl.acm.org/author_page.cfm?id=81474695483	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"The Rise of Bots: A Survey of Conversational Interfaces, Patterns, and Paradigms"	10.1145/3064663.3064672	Saverio Delpriori	https://dl.acm.org/author_page.cfm?id=81384621927	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"The Rise of Bots: A Survey of Conversational Interfaces, Patterns, and Paradigms"	10.1145/3064663.3064672	Silvia Malatini	https://dl.acm.org/author_page.cfm?id=99658747069	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"The Rise of Bots: A Survey of Conversational Interfaces, Patterns, and Paradigms"	10.1145/3064663.3064672	Alessandro Bogliolo	https://dl.acm.org/author_page.cfm?id=81100319854	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Real-Fictional Entanglements: Using Science Fiction and Design Fiction to Interrogate Sensing Technologies	10.1145/3064663.3064682	Richmond Y. Wong	https://dl.acm.org/author_page.cfm?id=99658688813	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Real-Fictional Entanglements: Using Science Fiction and Design Fiction to Interrogate Sensing Technologies	10.1145/3064663.3064682	Ellen Van Wyk	https://dl.acm.org/author_page.cfm?id=99659177671	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Real-Fictional Entanglements: Using Science Fiction and Design Fiction to Interrogate Sensing Technologies	10.1145/3064663.3064682	James Pierce	https://dl.acm.org/author_page.cfm?id=99659235439	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Apply Now!: Fictional Job Postings as an Instrument to Discuss Interactive Futures of Work	10.1145/3064663.3064750	Verena Fuchsberger	https://dl.acm.org/author_page.cfm?id=81486650285	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Apply Now!: Fictional Job Postings as an Instrument to Discuss Interactive Futures of Work	10.1145/3064663.3064750	Thomas Meneweger	https://dl.acm.org/author_page.cfm?id=81486655106	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Apply Now!: Fictional Job Postings as an Instrument to Discuss Interactive Futures of Work	10.1145/3064663.3064750	Daniela Wurhofer	https://dl.acm.org/author_page.cfm?id=81414618872	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Apply Now!: Fictional Job Postings as an Instrument to Discuss Interactive Futures of Work	10.1145/3064663.3064750	Manfred Tscheligi	https://dl.acm.org/author_page.cfm?id=81100481664	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Tiles: A Card-based Ideation Toolkit for the Internet of Things	10.1145/3064663.3064699	Simone Mora	https://dl.acm.org/author_page.cfm?id=81479657252	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Tiles: A Card-based Ideation Toolkit for the Internet of Things	10.1145/3064663.3064699	Francesco Gianni	https://dl.acm.org/author_page.cfm?id=99659028061	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Tiles: A Card-based Ideation Toolkit for the Internet of Things	10.1145/3064663.3064699	Monica Divitini	https://dl.acm.org/author_page.cfm?id=81100577563	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"De-emphasizing Content to Study the Relationship between Meaning, Messages, and Content in IM Systems"	10.1145/3064663.3064719	Bin Xu	https://dl.acm.org/author_page.cfm?id=81558437356	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"De-emphasizing Content to Study the Relationship between Meaning, Messages, and Content in IM Systems"	10.1145/3064663.3064719	Yang Qin	https://dl.acm.org/author_page.cfm?id=99659130280	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"De-emphasizing Content to Study the Relationship between Meaning, Messages, and Content in IM Systems"	10.1145/3064663.3064719	Dan Cosley	https://dl.acm.org/author_page.cfm?id=81100288358	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"Soil, Rock, and Snow: On Designing for Information Sharing in Outdoor Sports"	10.1145/3064663.3064741	Pawe_ W. Wozniak	https://dl.acm.org/author_page.cfm?id=87958813957	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"Soil, Rock, and Snow: On Designing for Information Sharing in Outdoor Sports"	10.1145/3064663.3064741	Anton Fedosov	https://dl.acm.org/author_page.cfm?id=81488671323	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"Soil, Rock, and Snow: On Designing for Information Sharing in Outdoor Sports"	10.1145/3064663.3064741	Eleonora Mencarini	https://dl.acm.org/author_page.cfm?id=81472653876	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	"Soil, Rock, and Snow: On Designing for Information Sharing in Outdoor Sports"	10.1145/3064663.3064741	Kristina Knaving	https://dl.acm.org/author_page.cfm?id=81440620710	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Applying Real-Time Text on Instant Messaging for a Rapid and Enriched Conversation Experience	10.1145/3064663.3064679	Chang Min Kim	https://dl.acm.org/author_page.cfm?id=99659177707	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Applying Real-Time Text on Instant Messaging for a Rapid and Enriched Conversation Experience	10.1145/3064663.3064679	Hyeon-Beom Yi	https://dl.acm.org/author_page.cfm?id=99659162621	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Applying Real-Time Text on Instant Messaging for a Rapid and Enriched Conversation Experience	10.1145/3064663.3064679	Ji-Won Nam	https://dl.acm.org/author_page.cfm?id=99659176680	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Applying Real-Time Text on Instant Messaging for a Rapid and Enriched Conversation Experience	10.1145/3064663.3064679	Geehyuk Lee	https://dl.acm.org/author_page.cfm?id=81508684562	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	TransPoint: Real-Time Remote Lecturing via Adaptive Transparency	10.1145/3064663.3064691	Jiwon Nam	https://dl.acm.org/author_page.cfm?id=99659176680	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	TransPoint: Real-Time Remote Lecturing via Adaptive Transparency	10.1145/3064663.3064691	Tek-Jin Nam	https://dl.acm.org/author_page.cfm?id=99659176552	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Saeyoung Rho	https://dl.acm.org/author_page.cfm?id=99659020466	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Injung Lee	https://dl.acm.org/author_page.cfm?id=99659177731	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Hankyung Kim	https://dl.acm.org/author_page.cfm?id=99659177199	3
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Jonghyuk Jung	https://dl.acm.org/author_page.cfm?id=99659176891	4
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Hyungi Kim	https://dl.acm.org/author_page.cfm?id=99659177179	5
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Bong Gwan Jun	https://dl.acm.org/author_page.cfm?id=99658661683	6
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	FutureSelf: What Happens When We Forecast Self-Trackers? Future Health Statuses?	10.1145/3064663.3064676	Youn-kyung Lim	https://dl.acm.org/author_page.cfm?id=81100398105	7
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Documentary Informatics	10.1145/3064663.3064714	Chris Elsden	https://dl.acm.org/author_page.cfm?id=89758813157	1
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Documentary Informatics	10.1145/3064663.3064714	Abigail C. Durrant	https://dl.acm.org/author_page.cfm?id=81328488179	2
DIS '17:Proceedings of the 2017 Conference on Designing Interactive Systems	Designing Documentary Informatics	10.1145/3064663.3064714	David Chatting	https://dl.acm.org/author_page.cfm?id=81100022543	3
