conference	paper_title	doi	author	author_url	author_position
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Contextualizing Citations for Scientific Summarization using Word Embeddings and Domain Knowledge	10.1145/3077136.3080740	Nazli Goharian	https://dl.acm.org/author_page.cfm?id=81100326360	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Crowdsourced App Review Manipulation	10.1145/3077136.3080741	Shanshan Li	https://dl.acm.org/author_page.cfm?id=99659191261	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Crowdsourced App Review Manipulation	10.1145/3077136.3080741	James Caverlee	https://dl.acm.org/author_page.cfm?id=81100230567	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Crowdsourced App Review Manipulation	10.1145/3077136.3080741	Wei Niu	https://dl.acm.org/author_page.cfm?id=99658753893	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Crowdsourced App Review Manipulation	10.1145/3077136.3080741	Parisa Kaghazgaran	https://dl.acm.org/author_page.cfm?id=99659191326	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	CitySearcher: A City Search Engine For Interests	10.1145/3077136.3080742	Mohamed Abdel Maksoud	https://dl.acm.org/author_page.cfm?id=99659190406	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	CitySearcher: A City Search Engine For Interests	10.1145/3077136.3080742	Gaurav Pandey	https://dl.acm.org/author_page.cfm?id=81100285467	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	CitySearcher: A City Search Engine For Interests	10.1145/3077136.3080742	Shuaiqiang Wang	https://dl.acm.org/author_page.cfm?id=81548822456	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Giovanni Da San Martino	https://dl.acm.org/author_page.cfm?id=81435610616	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Salvatore Romeo	https://dl.acm.org/author_page.cfm?id=99659081728	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Alberto Barroón-Cedeño	https://dl.acm.org/author_page.cfm?id=99659192569	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Shafiq Joty	https://dl.acm.org/author_page.cfm?id=81387609998	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Lluís Maàrquez	https://dl.acm.org/author_page.cfm?id=99659190852	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Alessandro Moschitti	https://dl.acm.org/author_page.cfm?id=81100511871	6
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cross-Language Question Re-Ranking	10.1145/3077136.3080743	Preslav Nakov	https://dl.acm.org/author_page.cfm?id=81100289407	7
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Open Relation Extraction for Support Passage Retrieval: Merit and Open Issues	10.1145/3077136.3080744	Amina Kadry	https://dl.acm.org/author_page.cfm?id=99659190933	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Open Relation Extraction for Support Passage Retrieval: Merit and Open Issues	10.1145/3077136.3080744	Laura Dietz	https://dl.acm.org/author_page.cfm?id=81333488165	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Generating Query Suggestions to Support Task-Based Search	10.1145/3077136.3080745	Dario Garigliotti	https://dl.acm.org/author_page.cfm?id=99659192567	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Generating Query Suggestions to Support Task-Based Search	10.1145/3077136.3080745	Krisztian Balog	https://dl.acm.org/author_page.cfm?id=81314480915	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	De-duping URLs with Sequence-to-Sequence Neural Networks	10.1145/3077136.3080746	Keyang Xu	https://dl.acm.org/author_page.cfm?id=99659191140	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	De-duping URLs with Sequence-to-Sequence Neural Networks	10.1145/3077136.3080746	Zhengzhong Liu	https://dl.acm.org/author_page.cfm?id=99659191013	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	De-duping URLs with Sequence-to-Sequence Neural Networks	10.1145/3077136.3080746	Jamie Callan	https://dl.acm.org/author_page.cfm?id=81363594457	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Graph Summarization for Entity Relatedness Visualization	10.1145/3077136.3080747	Yukai Miao	https://dl.acm.org/author_page.cfm?id=99659191281	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Graph Summarization for Entity Relatedness Visualization	10.1145/3077136.3080747	Jianbin Qin	https://dl.acm.org/author_page.cfm?id=81486653688	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Graph Summarization for Entity Relatedness Visualization	10.1145/3077136.3080747	Wei Wang	https://dl.acm.org/author_page.cfm?id=81551691256	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Layout and Semantics: Combining Representations for Mathematical Formula Search	10.1145/3077136.3080748	Kenny Davila	https://dl.acm.org/author_page.cfm?id=99659047900	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Layout and Semantics: Combining Representations for Mathematical Formula Search	10.1145/3077136.3080748	Richard Zanibbi	https://dl.acm.org/author_page.cfm?id=81100067954	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Jiaxin Mao	https://dl.acm.org/author_page.cfm?id=99659048090	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Yiqun Liu	https://dl.acm.org/author_page.cfm?id=81100537648	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Huanbo Luan	https://dl.acm.org/author_page.cfm?id=81361599426	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Min Zhang	https://dl.acm.org/author_page.cfm?id=81423595921	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Shaoping Ma	https://dl.acm.org/author_page.cfm?id=81100447859	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Hengliang Luo	https://dl.acm.org/author_page.cfm?id=99658749012	6
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Understanding and Predicting Usefulness Judgment in Web Search	10.1145/3077136.3080750	Yuntao Zhang	https://dl.acm.org/author_page.cfm?id=99659191088	7
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Open Source Repository Recommendation in Social Coding	10.1145/3077136.3080753	Jyun-Yu Jiang	https://dl.acm.org/author_page.cfm?id=99659190464	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Open Source Repository Recommendation in Social Coding	10.1145/3077136.3080753	Pu-Jen Cheng	https://dl.acm.org/author_page.cfm?id=99659192124	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Open Source Repository Recommendation in Social Coding	10.1145/3077136.3080753	Wei Wang	https://dl.acm.org/author_page.cfm?id=99659192376	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Venue Appropriateness Prediction for Personalized Context-Aware Venue Suggestion	10.1145/3077136.3080754	Mohammad Aliannejadi	https://dl.acm.org/author_page.cfm?id=99659037739	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Venue Appropriateness Prediction for Personalized Context-Aware Venue Suggestion	10.1145/3077136.3080754	Fabio Crestani	https://dl.acm.org/author_page.cfm?id=81100211564	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Building Bridges across Social Platforms: Answering Twitter Questions with Yahoo! Answers	10.1145/3077136.3080755	Mossaab Bagdouri	https://dl.acm.org/author_page.cfm?id=81498660336	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Building Bridges across Social Platforms: Answering Twitter Questions with Yahoo! Answers	10.1145/3077136.3080755	Douglas W. Oard	https://dl.acm.org/author_page.cfm?id=81100424535	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Large-Scale Goodness Polarity Lexicons for Community Question Answering	10.1145/3077136.3080757	Todor Mihaylov	https://dl.acm.org/author_page.cfm?id=99659190774	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Large-Scale Goodness Polarity Lexicons for Community Question Answering	10.1145/3077136.3080757	Daniel Balchev	https://dl.acm.org/author_page.cfm?id=99659191306	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Large-Scale Goodness Polarity Lexicons for Community Question Answering	10.1145/3077136.3080757	Yasen Kiprov	https://dl.acm.org/author_page.cfm?id=99659187079	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Large-Scale Goodness Polarity Lexicons for Community Question Answering	10.1145/3077136.3080757	Ivan Koychev	https://dl.acm.org/author_page.cfm?id=81100245089	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Large-Scale Goodness Polarity Lexicons for Community Question Answering	10.1145/3077136.3080757	Preslav Nakov	https://dl.acm.org/author_page.cfm?id=81100289407	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Neural Language Model for Query Auto-Completion	10.1145/3077136.3080758	Dae Hoon Park	https://dl.acm.org/author_page.cfm?id=99659191633	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Neural Language Model for Query Auto-Completion	10.1145/3077136.3080758	Rikio Chiba	https://dl.acm.org/author_page.cfm?id=99659192238	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Social Media Advertisement Outreach: Learning the Role of Aesthetics	10.1145/3077136.3080759	Avikalp Srivastava	https://dl.acm.org/author_page.cfm?id=99659192553	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Social Media Advertisement Outreach: Learning the Role of Aesthetics	10.1145/3077136.3080759	Madhav Datt	https://dl.acm.org/author_page.cfm?id=99659192194	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Social Media Advertisement Outreach: Learning the Role of Aesthetics	10.1145/3077136.3080759	Jaikrishna Chaparala	https://dl.acm.org/author_page.cfm?id=99659192631	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Social Media Advertisement Outreach: Learning the Role of Aesthetics	10.1145/3077136.3080759	Shubham Mangla	https://dl.acm.org/author_page.cfm?id=99659191839	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Social Media Advertisement Outreach: Learning the Role of Aesthetics	10.1145/3077136.3080759	Priyadarshi Patnaik	https://dl.acm.org/author_page.cfm?id=87959322557	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Seasonal Web Search Query Selection for Influenza-Like Illness (ILI) Estimation	10.1145/3077136.3080760	Niels Dalum Hansen	https://dl.acm.org/author_page.cfm?id=99659082837	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Seasonal Web Search Query Selection for Influenza-Like Illness (ILI) Estimation	10.1145/3077136.3080760	Kåre Mølbak	https://dl.acm.org/author_page.cfm?id=99659081510	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Seasonal Web Search Query Selection for Influenza-Like Illness (ILI) Estimation	10.1145/3077136.3080760	Ingemar J. Cox	https://dl.acm.org/author_page.cfm?id=81100290640	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Seasonal Web Search Query Selection for Influenza-Like Illness (ILI) Estimation	10.1145/3077136.3080760	Christina Lioma	https://dl.acm.org/author_page.cfm?id=81332512582	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Improving Retrieval Performance for Verbose Queries via Axiomatic Analysis of Term Discrimination Heuristic	10.1145/3077136.3080761	Mozhdeh Ariannezhad	https://dl.acm.org/author_page.cfm?id=99659191557	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Improving Retrieval Performance for Verbose Queries via Axiomatic Analysis of Term Discrimination Heuristic	10.1145/3077136.3080761	Ali Montazeralghaem	https://dl.acm.org/author_page.cfm?id=99659047211	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Improving Retrieval Performance for Verbose Queries via Axiomatic Analysis of Term Discrimination Heuristic	10.1145/3077136.3080761	Hamed Zamani	https://dl.acm.org/author_page.cfm?id=99658654604	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Improving Retrieval Performance for Verbose Queries via Axiomatic Analysis of Term Discrimination Heuristic	10.1145/3077136.3080761	Azadeh Shakery	https://dl.acm.org/author_page.cfm?id=81100031649	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Timestamping Entities using Contextual Information	10.1145/3077136.3080762	Adam Jatowt	https://dl.acm.org/author_page.cfm?id=81502689902	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Timestamping Entities using Contextual Information	10.1145/3077136.3080762	Daisuke Kawai	https://dl.acm.org/author_page.cfm?id=99659037495	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Timestamping Entities using Contextual Information	10.1145/3077136.3080762	Katsumi Tanaka	https://dl.acm.org/author_page.cfm?id=86058923157	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	On the Use of an Intermediate Class in Boolean Crowdsourced Relevance Annotations for Learning to Rank Comments	10.1145/3077136.3080763	Alberto Barrón-Cedeño	https://dl.acm.org/author_page.cfm?id=81418599090	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	On the Use of an Intermediate Class in Boolean Crowdsourced Relevance Annotations for Learning to Rank Comments	10.1145/3077136.3080763	Giovanni Da San Martino	https://dl.acm.org/author_page.cfm?id=81435610616	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	On the Use of an Intermediate Class in Boolean Crowdsourced Relevance Annotations for Learning to Rank Comments	10.1145/3077136.3080763	Simone Filice	https://dl.acm.org/author_page.cfm?id=81502793899	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	On the Use of an Intermediate Class in Boolean Crowdsourced Relevance Annotations for Learning to Rank Comments	10.1145/3077136.3080763	Alessandro Moschitti	https://dl.acm.org/author_page.cfm?id=81100511871	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Embedding-based Query Expansion for Weighted Sequential Dependence Retrieval Model	10.1145/3077136.3080764	Saeid Balaneshin-kordan	https://dl.acm.org/author_page.cfm?id=99659070701	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Embedding-based Query Expansion for Weighted Sequential Dependence Retrieval Model	10.1145/3077136.3080764	Alexander Kotov	https://dl.acm.org/author_page.cfm?id=81342500903	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Experiments with Convolutional Neural Network Models for Answer Selection	10.1145/3077136.3080648	Jinfeng Rao	https://dl.acm.org/author_page.cfm?id=87958937857	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Experiments with Convolutional Neural Network Models for Answer Selection	10.1145/3077136.3080648	Hua He	https://dl.acm.org/author_page.cfm?id=99659081579	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Experiments with Convolutional Neural Network Models for Answer Selection	10.1145/3077136.3080648	Jimmy Lin	https://dl.acm.org/author_page.cfm?id=81471640432	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Luandri: A Clean Lua Interface to the Indri Search Engine	10.1145/3077136.3080650	Bhaskar Mitra	https://dl.acm.org/author_page.cfm?id=99658618516	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Luandri: A Clean Lua Interface to the Indri Search Engine	10.1145/3077136.3080650	Fernando Diaz	https://dl.acm.org/author_page.cfm?id=99659192224	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Luandri: A Clean Lua Interface to the Indri Search Engine	10.1145/3077136.3080650	Nick Craswell	https://dl.acm.org/author_page.cfm?id=81100113287	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	"Finally, a Downloadable Test Collection of Tweets"	10.1145/3077136.3080667	Royal Sequiera	https://dl.acm.org/author_page.cfm?id=99658767495	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	"Finally, a Downloadable Test Collection of Tweets"	10.1145/3077136.3080667	Jimmy Lin	https://dl.acm.org/author_page.cfm?id=81471640432	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cookpad Image Dataset: An Image Collection as Infrastructure for Food Research	10.1145/3077136.3080686	Jun Harashima	https://dl.acm.org/author_page.cfm?id=99659192311	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cookpad Image Dataset: An Image Collection as Infrastructure for Food Research	10.1145/3077136.3080686	Yuichiro Someya	https://dl.acm.org/author_page.cfm?id=99659192623	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Cookpad Image Dataset: An Image Collection as Infrastructure for Food Research	10.1145/3077136.3080686	Yohei Kikuta	https://dl.acm.org/author_page.cfm?id=99659192542	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Cheng Luo	https://dl.acm.org/author_page.cfm?id=99658989981	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Yukun Zheng	https://dl.acm.org/author_page.cfm?id=99659190527	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Yiqun Liu	https://dl.acm.org/author_page.cfm?id=81100537648	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Xiaochuan Wang	https://dl.acm.org/author_page.cfm?id=99659192488	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Jingfang Xu	https://dl.acm.org/author_page.cfm?id=99659190739	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Min Zhang	https://dl.acm.org/author_page.cfm?id=81423595921	6
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	SogouT-16: A New Web Corpus to Embrace IR Research	10.1145/3077136.3080694	Shaoping Ma	https://dl.acm.org/author_page.cfm?id=81100447859	7
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Harrisen Scells	https://dl.acm.org/author_page.cfm?id=99659192503	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Guido Zuccon	https://dl.acm.org/author_page.cfm?id=81418594095	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Bevan Koopman	https://dl.acm.org/author_page.cfm?id=81487642285	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Anthony Deacon	https://dl.acm.org/author_page.cfm?id=99659190574	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Leif Azzopardi	https://dl.acm.org/author_page.cfm?id=81316487451	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Test Collection for Evaluating Retrieval of Studies for Inclusion in Systematic Reviews	10.1145/3077136.3080707	Shlomo Geva	https://dl.acm.org/author_page.cfm?id=81329488866	6
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	One Million Posts: A Data Set of German Online Discussions	10.1145/3077136.3080711	Dietmar Schabus	https://dl.acm.org/author_page.cfm?id=81447601777	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	One Million Posts: A Data Set of German Online Discussions	10.1145/3077136.3080711	Marcin Skowron	https://dl.acm.org/author_page.cfm?id=81442616079	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	One Million Posts: A Data Set of German Online Discussions	10.1145/3077136.3080711	Martin Trapp	https://dl.acm.org/author_page.cfm?id=99659148108	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	KASANDR: A Large-Scale Dataset with Implicit Feedback for Recommendation	10.1145/3077136.3080713	Sumit Sidana	https://dl.acm.org/author_page.cfm?id=99659049362	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	KASANDR: A Large-Scale Dataset with Implicit Feedback for Recommendation	10.1145/3077136.3080713	Charlotte Laclau	https://dl.acm.org/author_page.cfm?id=99659016858	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	KASANDR: A Large-Scale Dataset with Implicit Feedback for Recommendation	10.1145/3077136.3080713	Massih R. Amini	https://dl.acm.org/author_page.cfm?id=81100499520	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	KASANDR: A Large-Scale Dataset with Implicit Feedback for Recommendation	10.1145/3077136.3080713	Gilles Vandelle	https://dl.acm.org/author_page.cfm?id=81418596264	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	KASANDR: A Large-Scale Dataset with Implicit Feedback for Recommendation	10.1145/3077136.3080713	André Bois-Crettez	https://dl.acm.org/author_page.cfm?id=99659192140	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Collection for Detecting Triggers of Sentiment Spikes	10.1145/3077136.3080715	Anastasia Giachanou	https://dl.acm.org/author_page.cfm?id=99658769792	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Collection for Detecting Triggers of Sentiment Spikes	10.1145/3077136.3080715	Ida Mele	https://dl.acm.org/author_page.cfm?id=81479641040	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Collection for Detecting Triggers of Sentiment Spikes	10.1145/3077136.3080715	Fabio Crestani	https://dl.acm.org/author_page.cfm?id=81100211564	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Anserini: Enabling the Use of Lucene for Information Retrieval Research	10.1145/3077136.3080721	Peilin Yang	https://dl.acm.org/author_page.cfm?id=83358835757	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Anserini: Enabling the Use of Lucene for Information Retrieval Research	10.1145/3077136.3080721	Hui Fang	https://dl.acm.org/author_page.cfm?id=99659070495	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	Anserini: Enabling the Use of Lucene for Information Retrieval Research	10.1145/3077136.3080721	Jimmy Lin	https://dl.acm.org/author_page.cfm?id=81471640432	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Stream-based Resource for Multi-Dimensional Evaluation of Recommender Algorithms	10.1145/3077136.3080726	Benjamin Kille	https://dl.acm.org/author_page.cfm?id=81490694835	1
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Stream-based Resource for Multi-Dimensional Evaluation of Recommender Algorithms	10.1145/3077136.3080726	Andreas Lommatzsch	https://dl.acm.org/author_page.cfm?id=81100518897	2
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Stream-based Resource for Multi-Dimensional Evaluation of Recommender Algorithms	10.1145/3077136.3080726	Frank Hopfgartner	https://dl.acm.org/author_page.cfm?id=81361605209	3
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Stream-based Resource for Multi-Dimensional Evaluation of Recommender Algorithms	10.1145/3077136.3080726	Martha Larson	https://dl.acm.org/author_page.cfm?id=81363601281	4
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Stream-based Resource for Multi-Dimensional Evaluation of Recommender Algorithms	10.1145/3077136.3080726	Arjen P. de Vries	https://dl.acm.org/author_page.cfm?id=81309492041	5
SIGIR '17:Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval	A Large-Scale Query Spelling Correction Corpus	10.1145/3077136.3080749	Matthias Hagen	https://dl.acm.org/author_page.cfm?id=81330492209	1
